id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	recension_note	flag_off	note
SA_K12_madadh_u	Mahādaṇḍadhāraṇīśītavatī	567	7th-8th c. CE (extant Sanskrit dhāraṇī, present by c. 800 CE)	600	800	medium	Gergely Hidas, 'Mahā-Daṇḍadhāraṇī-Śītavatī: A Buddhist Apotropaic Scripture' (2017)	cleaned_Gergely_Mahā-Daṇḍadhāraṇī-Śītavatī_A Buddhist Apotropaic Scripture.txt	Hidas's edition (our text) transmits the developed Sanskrit dhāraṇī almost exclusively via Pañcarakṣā manuscripts (E. India 11th-13th c.; Nepal 11th-20th c.; main MS 16th c.). A terminus ante quem for the text is c. 800 CE: the Tibetan translation (Jinamitra/Dānaśīla/Ye shes sde) and its listing in the Lhan kar ma catalogue (~800). The MMK (8th c.) already references the Daṇḍadhāraṇī. The 'Mahāśītavatī' collection-bound form and the surviving Sanskrit witnesses are later/medieval; the Chinese rendering is as late as 984 CE (Fatian). Dated here to the recension extant by c. 800 (the form behind the Tibetan and the Nepalese MS transmission), not a hypothetical earlier layer.	True	Extant dhāraṇī present by c.800 (Tib. + Lhan kar ma); cur_med 567 ~180y too early for the developed recension.
SA_K12_mahpratu	Mahāpratisarāmahāvidyārājñī	552	6th-7th c. CE (developed dhāraṇī-sūtra; Nepalese Sanskrit recension ed. Hidas)	550	693	medium	Hidas, Mahāpratisarā-Mahāvidyārājñī: The Great Amulet (2012); Nakamura, Indian Buddhism (1980), on the Pañcarakṣā	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Leading member of the Pañcarakṣā amulet-spell collection. A short dhāraṇī core may be earlier, but the developed vidyārājñī sūtra (with the amulet cult) had taken shape by the 7th c.: terminus ante quem is the first Chinese translation by Baosiwei/Ratnacinta in 693 CE. Our edition (Hidas) is the later Nepalese Sanskrit recension, so dating to the 6th-7th c. developed text is correct.	False	cur_med 552 within the plausible 6th-7th c. band; current bounds 400-693 acceptable.
SA_K12_mamuka	Mañjuśrīmūlakalpa [Āryamañjuśrīmūlakalpa]	711	c. 750-1000 CE (extant Sanskrit composite recension; datable Rājavyākaraṇa layer c. 750)	725	1000	medium	Davidson, Indian Esoteric Buddhism (2002); Buswell, Encyclopedia of Buddhism (full Chinese tr. only early Song, c. 980-1000)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	The MMK is an encyclopedic, multi-layered kriyātantra. A 7th-c. proto-core may exist, but the extant Sanskrit text edited by Gaṇapati Śāstrī (S. Indian/Nepalese MSS) includes the Rājavyākaraṇa ('Prophecy of Kings'), composed c. 750 CE (Davidson); the full work was translated into Chinese only in the early Song (c. 980-1000), implying the comprehensive recension we have continued growing into the 10th c. Our date targets that composite recension, not the earliest stratum.	False	Composite text; core ~750, extant recension to ~10th c. cur_med 711 within bounds 500-1100, slightly early but not >75y off the 725-1000 window center.
SA_K12_manivdhu	Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī	605	ca. 6th-7th c. CE (Gilgit Sanskrit recension)	500	700	medium	Orzech/Sørensen/Payne, Esoteric Buddhism and the Tantras in East Asia (2011); ed. Matsumura 1983 (Gilgit MSS)	cleaned_Esoteric Buddhism and the Tantras in East Asia_Charles D. Orzech,Henrik H. Sørensen, Richard K. Payne, 2011.txt	The title is attested already in the Liang dynasty (502-557) and in early Chinese versions (e.g. T.1007), so an early layer existed by the 6th c. But our edition (Matsumura 1983) is the Sanskrit text of the GILGIT Buddhist MSS, whose corpus is paleographically 6th-7th c. The extant Gilgit recension is dated to that span rather than to the earliest attestation. Current median 605 fits.	False	Gilgit Sanskrit recension (our ed.) 6th-7th c.; early layer attested under the Liang; current 605 fine.
SA_K12_manjn1pu	Mañjuśrīnāmasaṃgīti	695	late 8th c. CE (extant Sanskrit recension)	750	800	high	Davidson, Indian Esoteric Buddhism (citing his 1981 study and the Vilāsavajra commentary)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	The Mañjuśrīnāmasaṃgīti is given a firm terminus ante quem by Vilāsavajra's commentary (Nāmamantrārthāvalokinī, c. 770-800 CE); the text is dated by Davidson to the latter 8th c. and is closely tied to the Yogatantra/STTS milieu. Pandey's 1994 Bauddhastotrasaṃgraha edition reflects the Nepalese transmission of this developed yogatantra-period text; no significantly earlier Sanskrit layer is attested.	True	cur_med 695 ~75y too early; Vilāsavajra commentary forces a later-8th-c. date. Corrected to 750-800.
SA_K12_manjnspu	Mañjuśrīnāmasaṃgīti	695	late 8th c. CE (extant Sanskrit recension)	750	800	high	Davidson, Indian Esoteric Buddhism (citing his 1981 study and the Vilāsavajra commentary)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Same text as SA_K12_manjn1pu; this entry is Pandey's 1994 edition checked against Raghu Vira's Śata-piṭaka 18. Terminus ante quem from Vilāsavajra's commentary (c. 770-800 CE); Davidson dates the MNS to the latter 8th c. Nepalese stotra-collection transmission of the yogatantra-period text.	True	Duplicate MNS; same correction to 750-800 on Vilāsavajra terminus.
SA_K12_maricdhu	Mārīcīnāmadhāraṇī (Āryamārīcī-nāma-dhāraṇī)	553	c. 6th-8th c. CE (esoteric goddess dhāraṇī; late Nepalese Sanskrit recension)	500	750	low	Nakamura, Indian Buddhism (1980); Davidson, Indian Esoteric Buddhism (2002), on the Mārīcī cult	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Dhāraṇī of the esoteric solar goddess Mārīcī. The library gives no precise date for this specific recension. The Mārīcī cult is firmly attested in the mature esoteric period (6th-8th c.; Chinese Mārīcī translations span from an early anonymous version to Amoghavajra in the 8th c.). Our edition is the Sarnath/CIHTS text from a late Indian/Nepalese manuscript (Dhīḥ 2006), i.e. a developed recension, not an early layer.	False	cur_med 553 sits within the loose 6th-8th c. esoteric band; low confidence, no recension-specific date in library.
SA_K12_mekhdh_u	Mekhalā-dhāraṇī	631	5th-7th c. CE (Gilgit-recension apotropaic dhāraṇī)	450	700	low	Tripathi, 'Gilgit-Blätter der Mekhalā-dhāraṇī' (1981); dhāraṇī-genre dating in Sanchez (Indian Buddhist Dhāraṇī)	cleaned_Sins and Sinners. Perspectives from Asian Religions_Phyllis Granoff and Koichi Shinohara, ed, 2012_A.txt	Short apotropaic rakṣā/pratisarā-type dhāraṇī, part of the early protective (Pañcarakṣā-adjacent) cluster. The extant Sanskrit is the Gilgit recension, attested in the Gilgit birch-bark folios edited by Tripathi 1981; Gilgit MSS are dated c. 6th-7th c. CE (Hinüber 7th-8th c.), giving a terminus ante quem. The dhāraṇī itself likely originated in the 5th-6th c. apotropaic dhāraṇī wave (Sanchez: dhāraṇī-vidhis spread after 6th c.). No layer earlier than the Gilgit Sanskrit is recoverable here.	False	cur_med 631 (placeholder) falls within the 450-700 Gilgit-recension range; not off by >75y from upper part of range. Low confidence.
SA_K12_mpratpru	Mahāpratisarā-vidyārājñī [Mahāpratisarādhāraṇī(sūtra)]	552	6th-7th c. CE (Pañcarakṣā dhāraṇī; ed. Iwamoto)	500	693	medium	Iwamoto, Mahāpratisarā (Kleinere Dhāraṇī-Texte, 1937); Hidas (2012); Nakamura, Indian Buddhism (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Iwamoto's edition of the Mahāpratisarā dhāraṇī within the Pañcarakṣā corpus — a slightly shorter/different witness of the same text as item SA_K12_mahpratu. The dhāraṇī-sūtra is datable to the 6th-7th c. (terminus ante quem 693 CE, Baosiwei's Chinese translation); the surviving Sanskrit is the developed Nepalese-line recension, not the earliest spell-core.	False	cur_med 552 within plausible band; current bounds 400-693 acceptable.
SA_K12_mprsvdhu	Mahāpratisarāvidyādhāraṇī	600	before 693 CE; extant Sanskrit recension ca. 6th-7th c. CE	550	693	medium	Nakamura, Indian Buddhism (1980) on Chinese T.920 (Bodhiruci, 693 CE); ed. Hidas 2012 (Nepalese/Gilgit MSS)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Bodhiruci's Chinese versions (693 CE) give a terminus ante quem for the dhāraṇī. Our edition is Hidas 2012, a critical text based on later Nepalese and Gilgit-type Sanskrit MSS of the Great Amulet; the extant Sanskrit recension belongs to the developed 6th-7th c. dhāraṇī stratum, not to the earliest layer. Kept within the 550-693 band.	False	Pre-693 (Bodhiruci) ceiling; extant Skt recension 6th-7th c.; current 600 fits.
SA_K12_mspram_u	Mahāsāhasrapramardanī	578	7th-8th c. CE (developed Sanskrit Pañcarakṣā recension, present by c. 800 CE)	600	800	low	Gergely Hidas 2017 (parallel Pañcarakṣā transmission); Jinah Kim, Receptacle of the Sacred (2013) on the Nepalese Pañcarakṣā manuscript tradition	cleaned_Gergely_Mahā-Daṇḍadhāraṇī-Śītavatī_A Buddhist Apotropaic Scripture.txt	The Mahāsāhasrapramardanī is one of the five Pañcarakṣā rakṣā-sūtras and shares the transmission history of the Mahā-Daṇḍadhāraṇī-Śītavatī: the group was rendered into Tibetan c. 800 CE and listed among the Pañcamahādhāraṇī (~Lhan kar ma horizon). Iwamoto's edition (our text) is based on Nepalese MSS, i.e. the developed Sanskrit recension transmitted in Pañcarakṣā manuscripts (11th c. onward). Individual dhāraṇī antecedents are older, but our extant Sanskrit recension is the developed late-1st-millennium / medieval Nepalese form; dated to the recension present by c. 800.	True	Pañcarakṣā member; developed Sanskrit recension present by ~800. cur_med 578 too early for the extant recension; flagged but low confidence (no text-specific date in library).
SA_K12_n220u	Nārāyaṇaparipṛcchā āryamahāmāyāvijayavāhinī nāma dhāraṇī	621	None	None	None	none	no recension-specific scholarship in library		A dhāraṇī text known only from the Kanjur and the DSBC digital edition (no separate printed critical edition). Library mentions of 'Nārāyaṇaparipṛcchā' are passing doctrinal citations, not datings, and nothing addresses the Mahāmāyāvijayavāhinī dhāraṇī recension. As a dhāraṇī it likely belongs to the broad mid-1st-millennium dhāraṇī literature, but no source-grounded date is available; left undated.	False	Kanjur dhāraṇī; no recension scholarship; left undated
SA_K12_n221u	Ṣaṇmukhīdhāraṇī	481	5th-6th c. CE (before 645 CE terminus ante quem)	400	645	low	Mizuno, Buddhist Sutras (1982); Abbott on the Ṣaṇmukhī-dhāraṇī-sūtra-śāstra attributed to Vasubandhu	cleaned_BUDDHIST SUTRAS. Origin, Development, Transmission_ KOGEN MIZUNO, 1982.txt	The root dhāraṇī sūtra has a terminus ante quem of 645 CE from Xuanzang's Chinese translation (Liu-men tuoluoni jing). A *Ṣaṇmukhī-dhāraṇī-sūtra-śāstra commentary is traditionally ascribed to Vasubandhu, which—if authentic—would push the root text into the 4th-5th c., but that attribution is uncertain. The DSBC Sanskrit text is the extant Sanskrit recension; no printed critical edition or recension-specific date is stated, so confidence is low.	False	cur_med 481 sits within the pre-645 window; not off by >75y.
SA_K12_n259u	Aparimitāyunāmamahāyānasūtra	510	8th-9th c. CE (dhāraṇī sūtra recension; extant Nepalese Sanskrit MS later)	700	850	medium	Mei Ching Hsuan 2009; Viehbeck (Dunhuang mass-production early-mid 9th c.); Sen 2003 (first Chinese, Dharmadeva 973-980)	cleaned_Development of Pho ba Liturgy in Medieval Tibet_Mei Ching Hsuan, 2009.txt	Same short Aparimitāyurjñāna dhāraṇī sūtra as bsu003_u. Our edition is Walleser's 1916 edition explicitly 'nach einer nepalesischen Sanskrit-Handschrift' (a Nepalese MS, physically late-medieval). The text-content recension is the 8th-9th c. dhāraṇī sūtra; terminus ante quem from the 820s-840s Tibetan Dunhuang copies and the Fangshan engraving. Not the larger Sukhāvatīvyūha/Wuliangshou.	True	Late proto-tantric dharani sutra, 8th-9th c.; median 510 far too early. Edited from a Nepalese MS, recension content 8th-9th c.
SA_K12_n283u	Bhaiṣajyaguruvaidūryaprabharājasūtra	274	extant Sanskrit (Gilgit-derived) recension, c. 5th-7th c. CE (core 'early centuries CE')	400	650	medium	Buswell & Lopez, Princeton Dictionary of Buddhism (2014) s.v. Bhaiṣajyagurusūtra; Nakamura (1980)	cleaned_Princeton Dictionary of Buddhism_Buswell & Lopez 2014_.txt	Same text/recension as bsu012_u (DSBC presentation of Vaidya's Mahāyāna-sūtra-saṃgraha edition, ultimately the Gilgit-deposit Sanskrit). Developed pure-land/dhāraṇī sūtra; Chinese witnesses 457/615/650 CE; the surviving Sanskrit is the Gilgit recension (6th-7th c.). Dating the extant Sanskrit recension, c. 5th-7th c., not the 'early centuries CE' core.	True	Pure-land/dhāraṇī sūtra; Gilgit Sanskrit recension 6th-7th c.; recension far later than median 274.
SA_K12_n2920u	Amoghapāśakalparāja Part VI	602	late 7th-early 8th c. CE (extant long Sanskrit Kalparāja)	680	730	medium	Orzech/Sørensen/Payne, Esoteric Buddhism and the Tantras in East Asia (2011): the long version among 7th-8th c. esoteric texts	cleaned_Esoteric Buddhism and the Tantras in East Asia_Charles D. Orzech,Henrik H. Sørensen, Richard K. Payne, 2011.txt	The short Amoghapāśahṛdaya was rendered to Chinese already in the late 6th c., but our text is the LARGE Amoghapāśakalparāja (Kimura transcription of the expanded Sanskrit MS). This long Kalparāja was first fully translated into Chinese by Bodhiruci in 707-709 CE; the extant Sanskrit of the expanded ritual compendium (incl. Part VI) belongs to the late 7th-early 8th c. esoteric-manual stratum, decades later than the early hṛdaya core. Current median 602 dates the early layer, not our recension.	True	Long Kalparāja (our ed.) = late 7th-early 8th c.; 602 mis-dates the early hṛdaya layer by >75y.
SA_K12_n2922u	Amoghapāśakalparāja Part VII	673	mid-to-late 7th-early 8th c. CE (extant Sanskrit Mahā-kalparāja)	650	720	high	Davidson, 'Some Observations on an Uṣṇīṣa Abhiṣeka Rite'	cleaned_Davidson_Some Observations on an Uṣṇīṣa Abhiṣeka rite.txt	The large Amoghapāśa-mahā-kalparāja partly survives in Sanskrit (one of the few early tantric works extant in Sanskrit). Chinese translations: 3-roll version by Manicintana 693 CE, full kalparāja by Bodhiruci 707 CE, giving a terminus ante quem. Davidson dates the extant compilation mid-late 7th c.; the full text was complete by 707. We date this recension (the long kalparāja from which Part VII comes), not a putative shorter core.	False	7th/early-8th c. kalparāja; cur_med 673 accurate.
SA_K12_n2949u	Dhāraṇīsaṃgraha	634	post-11th c. CE Nepalese compilation (heterogeneous; component dhāraṇīs 5th-10th c.)	1050	1400	low	Sanchez, The Indian Buddhist Dhāraṇī (dhāraṇī-saṃgraha genre); Jinah Kim, Receptacle of the Sacred (Nepalese MS tradition)	cleaned_Sanchez_The Indian Buddhist Dhāraṇī_An Introduction to its History, Meanings and Functions.txt	Not a single composition but a compilation/anthology of dhāraṇīs of 'wide diffusion in India, Nepal, and Tibet' (Sanchez). Our edition (Bhosekar/NMM 2017) is a modern edition of a Nepalese dhāraṇī-saṃgraha; such Sanskrit collections belong to the Nepalese palm-leaf/paper manuscript tradition and are characteristically medieval-to-late-medieval compilations (post-11th c.), even though many of their component dhāraṇīs (Uṣṇīṣavijayā, Pañcarakṣā material, etc.) are individually 5th-10th c. Date the COLLECTION (later) not the oldest constituent spell. No study of this exact collection in the library; bounds approximate.	True	cur_med 634 is the rough age of some component dhāraṇīs, not of the saṃgraha-recension, which is a later Nepalese compilation; off by >75y but corrected date is only low confidence.
SA_K12_n2967u	Śrīguhyasamājatantra	793	mid-8th to early 9th c. CE (received Ārya-school recension)	740	825	medium	Davidson, Indian Esoteric Buddhism (2002); Bailey/Dalton (early 9th c.)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Bhattacharyya's GOS edition (1931) gives the eighteen-chapter received tantra later systematised by the Ārya school. Some scholars place a late-7th/early-8th c. core (Bogin/Quintman), Davidson the composition mid-8th c., Dalton/Bailey final editing early 9th c. We date the extant edited recension (mid-8th-early-9th c.), not the hypothetical earliest core.	False	cur_med 793 within mid-8th-early-9th c. consensus for the received tantra.
SA_K12_n2990u	Āryaśrīgrahamātṛkā nāma dhāraṇī	693	8th-10th c. CE (developed esoteric/dhāraṇī recension; Newar Saptavāra tradition)	700	1000	low	Boschung & Wessels-Mevissen (eds.) 2012 on navagraha/Grahamātṛkā cult; Grönbold, Saptavāra (Dhāraṇī collection from Nepal); Yoshizaki, Newar Buddhism (Grahamātṛkā = Saptavāra dhāraṇī)	cleaned_YOSHIZAKI_Newar Buddhism.txt	Grahamātṛkā ('Mother of the Planets/Seizers') dhāraṇī belongs to the navagraha astral cult and the Saptavāra dhāraṇī corpus of developed esoteric Buddhism. The navagraha concept was established by c. 600 CE but the Grahamātṛkā dhāraṇī as such is a Pāla-period esoteric composition, included in the Tibetan canon (kriyātantra) and transmitted in the Newar Saptavāra collection. Our dsbc Sanskrit text reflects the Nepalese dhāraṇī recension, not any early layer.	False	Esoteric astral dhāraṇī; median 693 sits inside 8th-10th c. window, acceptable.
SA_K12_namekvsu	Namaskāraikaviṃśatistotra (Praise in Twenty-one Homages to Tārā)	840	8th c. CE (root praise embedded in the Tārā tantra)	700	800	low	Willson, In Praise of Tārā, 1992 (Tārā cult/tantra; Tārā takes saviouress role 7th c., spreads 8th c. onward)	cleaned_In Praise of Tara. Songs to the Saviouress_Martin Willson  1992.txt	The Twenty-one Homages is the famous praise preserved in Sanskrit inside the Tārā tantra ('Origin of Tārā' / Sarvatathāgatamātṛtārā cycle). The Tārā cult emerges 6th-7th c. and the tantra spreads from the 8th c.; the praise belongs to that 7th-8th-c. tantric layer (Anuttarayoga commentaries are later). Our edition (Pandey, Bauddhastotrasaṃgraha, from de Blonay 1895) gives the Sanskrit of this tantra-embedded stotra. Date refers to the praise/tantra layer, 8th c.	False	cur_med 840 (nb600/na1100) brackets an 8th-c. date; left as-is.
SA_K12_sarvttsu	Sarvatathāgatatattvasaṅgraha [Sarvatathāgatatattvasaṃgraha]	694	late 7th-late 8th c. CE (developed/largest Sanskrit recension; Lokesh Chandra ed. from Nepalese MS)	700	800	high	Matsunaga, History of Tantric Buddhism in India; corroborated by Germano/Eimer (Many Canons) and Brunnhölzl 2013/2015 ('late seventh to eighth century')	cleaned_Matsunaga.History-Of-Tantric-Buddhism-In-India.txt	Matsunaga distinguishes the SHORTEST STTS (existed in S. India ~700 CE, known to Vajrabodhi; composed end of 7th c.) from the LARGEST/developed text, completed by the end of the 8th c. (commented on by Śākyamitra and Ānandagarbha, active latter half of 8th c.). Lokesh Chandra's 1987 Sanskrit edition is based on the Nepalese MS of this developed/expanded recension, so our text is later than the 723 CE Vajrabodhi Chinese version of the early form. Dated to the developed Sanskrit recension, 8th c.	False	cur_med 694 plausible for early form but our edition is the developed recension; range 700-800 brackets it; median ~750.
SA_K12_sdurst_u	Sarvadurgatipariśodhana Tantra	650	7th-8th c. CE (extant Sanskrit recension; Skorupski ed.)	650	775	medium	R. M. Davidson, Indian Esoteric Buddhism (2003); ed. T. Skorupski (1983)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Davidson places the Sarvadurgatipariśodhana within the esoteric (kriyā/yoga) canon already in use in the 8th c.; Buddhaguhya (mid-8th c.) wrote a commentary on it, giving a firm terminus ante quem. Skorupski's edition prints the Sanskrit + Tibetan; the underlying tantra is therefore a 7th-8th-c. composition. cur_med (650) sits at the early edge of this window.	False	8th-c. esoteric canon, Buddhaguhya commentary = TAQ; cur_med fine.
SA_K12_tarb108u	Tārābhaṭṭārikānāmāṣṭottaraśatakastotra	687	late 7th-8th c. CE (Tārāmūlakalpa-associated stotra)	650	800	low	Beyer, Cult/Magic Ritual of Tārā; Shaw, Buddhist Goddesses of India (Tārāmūlakalpa ca. 7th c.)	cleaned_Magic Ritual in Tibet. The Cult of Tara_Stephan Beyer, 1988.txt	The 108-names-of-Tārā stotra is embedded in/associated with the Tārāmūlakalpa, dated ca. 7th c. (Shaw); listed in an 8th-c. catalogue with two Chinese translations of the prologue, giving a terminus ante quem for the stotra in the 8th c. Our edition is the Sanskrit stotra in Pāṇḍeya's Bauddha Stotra Saṃgraha (a later Nepalese-tradition collection); we date the stotra's recension to late 7th-8th c.	False	Tārā cult / Tārāmūlakalpa horizon; cur_med within range, low confidence.
SA_K12_vajvidhu	Vajravidāraṇī-dhāraṇī	650	7th-8th c. CE (extant recension; Iwamoto 1937 ed.)	650	775	medium	R. M. Davidson, Indian Esoteric Buddhism (2003); ed. Y. Iwamoto, Kleinere Dhāraṇī-Texte (1937)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Davidson lists the Vajravidāraṇa among the esoteric texts in use in the 8th c. and notes commentaries from Buddhaguhya (mid-8th c.) onward, and that it 'may have informed the Vajraśekhara' — placing this dhāraṇī in the 7th-8th c. Iwamoto's 1937 edition prints the short Sanskrit text. cur_med (650) is within the accepted window.	False	In 8th-c. esoteric canon; Buddhaguhya commentary; cur_med fine.
SA_K12_vjviddhu	Vajravidāraṇā-dhāraṇī	650	6th-7th c. CE (kriyā/proto-tantric dhāraṇī; pre-mature-tantra)	550	700	medium	Lessing & Wayman, Introduction to the Buddhist Tantric Systems (mKhas grub rje), 1968; Davidson, Indian Esoteric Buddhism (2002)	cleaned_Introduction to the Buddhist Tantric Systems_Lessing & Wayman, 1968.txt	Short kriyā-class dhāraṇī (Toh. 750), of the proto-tantric dhāraṇī stratum predating the mature yoga/anuttara tantras. It is already cited and the basis of a sādhana ascribed to Buddhaguhya (fl. c. 760s; To. 2926), giving a terminus ante quem of c. 8th c.; the extant Sanskrit (Sarnath/Dhīḥ edition from Nepalese-transmitted MSS) reflects this 6th-7th c. dhāraṇī, not any later expanded *vaipulyatantra version.	False	Buddhaguhya TAQ ~8th c.; dhāraṇī itself 6th-7th c. cur_med 650 fits.
SA_K12_Āgama-Jayasena_Ḍākārṇavatantra-15-Ratnapadmarāganidhi_Sugiki_2022	Ḍākārṇavatantra (ch. 15) with Jayasena's Ratnapadmarāganidhi	510	10th-11th c. CE (late Cakrasaṃvara-cycle yoginī tantra)	950	1075	low	Williams/Tribe/Wynne 2000 (Ḍākārṇava placed in the Yoginī/Cakrasaṃvara cycle); Gray 2007 & Arnold (Cakrasaṃvara base text late 8th/early 9th c., Ḍākārṇava a later expansion); Sugiki 2022 ed.	cleaned_Buddhist Thought. A Complete Introduction to the Indian Tradition_Paul Williams, Anthony J. Tribe, Alexander Wynne, 2000.txt	The Ḍākārṇava-mahāyoginītantra is one of the latest and most expanded members of the Cakrasaṃvara/yoginī-tantra corpus, building on the Laghusaṃvara base (late 8th/early 9th c., Gray/Arnold). It survives in a vernacular-tinged Sanskrit (Snellgrove). Our edition is Sugiki's 2022 critical edition of ch. 15 plus Jayasena's later meditation manual (Ratnapadmarāganidhi), so the manual layer is later still. Conservatively a 10th-11th c. tantra; the Padmavajra commentary cited by Davidson is sometimes dated 9th c. but more recent scholarship places this material later.	False	Late yogini tantra, 10th-11th c. Workitem has no real median/bounds (510 is an index placeholder, nb/na blank), so flag_off not meaningfully computable; date given is for the extant Sanskrit recension.
SA_K12_Āgama-Kamalanātha_Hevajratantra-Ratnāvalī_Conlon_2023	Ratnāvalī (Kamalanātha's commentary on the Hevajratantra)	820	11th-12th c. CE (Vikramaśīla-milieu Hevajra commentary)	1025	1175	low	Szántó, Catuṣpīṭha studies / Before a Critical Edition of the Sampuṭa (Kamalanātha listed among Vikramaśīla-corpus Hevajra exegetes alongside Ratnākaraśānti, Abhayākaragupta)	cleaned_Szanto_Selected  Chapters  from the Catuṣpīṭhatantra_1.txt	This item is the COMMENTARY (Ratnāvalī) by Kamalanātha, NOT the root Hevajratantra (which is late 8th-early 10th c.). Kamalanātha is a late, undated Hevajra exegete, preserved only in Nepalese MS (Kaiser Library), never translated into Tibetan, grouped with the Vikramaśīla scholastic Hevajra commentators (Ratnākaraśānti, Abhayākaragupta) of the 11th-12th c. Conlon 2023 is the editio princeps. Date is the commentary, c. 11th-12th c., considerably later than the root tantra.	True	cur_med 820 dates the root tantra, not Kamalanātha's late commentary; ~250-350y too early.
SA_K12_Āgama_Mahāmāyātantra_Damron_2014	Mahāmāyātantra (Toh 425)	816	late 8th-9th c. CE (yoginītantra)	750	900	low	Szántó, Catuṣpīṭha studies (Mahāmāyā corpus, Guṇavatī of Ratnākaraśānti); general yoginītantra chronology (Davidson, Indian Esoteric Buddhism)	cleaned_Szanto_Selected  Chapters  from the Catuṣpīṭhatantra_1.txt	The original Sanskrit Mahāmāyātantra is lost; the 84000 translation (Damron 2014) reconstructs the text from the Tibetan Kangyur and from Sanskrit MSS of Ratnākaraśānti's Guṇavatī commentary (Ratnākaraśānti fl. c. 1000). The tantra itself is a yoginītantra of the same milieu as the Hevajra, conventionally placed late 8th-9th c. CE; the surviving Sanskrit is embedded only in the later (c. 1000) commentary. Library lacks a recension-specific date, hence low confidence.	False	8th-9th c. yoginītantra; cur_med 816 within plausible range.
SA_K12_Āgama_Mañjuśrīmūlakalpa_Shastri_1925	Āryamañjuśrīmūlakalpa	586	8th c. CE (latest strata of the extant Śāstrī recension)	700	800	medium	Glenn Wallis, Mediating the Power of Buddhas (2002); Ronald Davidson, Indian Esoteric Buddhism (2002); M. Delhey, 'Textual Sources of the Mañjuśriyamūlakalpa'	cleaned_Mediating the Power of Buddhas. Ritual in the Manjusrimulakalpa_Glenn Wallis, 2002.txt	The MMK is a composite text that grew in layers. Our text is Gaṇapati Śāstrī's editio princeps (Trivandrum, 1920-25), based on the bulky Nepalese palm-leaf MS that contains far more chapters than the partial early-8th-c. Chinese translations or the 11th-c. Tibetan version. Date OUR full recension by its latest datable strata: Wallis's working estimate is the 8th c. (Pāla east India); Davidson dates the historical 'Prophecy of Kings' (rājavyākaraṇa) chapter to c. 750 CE, since it names the Pāla kings Gopāla and Dharmapāla (mid/late 8th c.). The 8th-c. Chinese renderings cover only some chapters and bound only an earlier/partial version, not the full Śāstrī Sanskrit text.	True	Full extant (Śāstrī/Nepalese) recension reaches 8th c. (Pāla king-list); cur_med 586 ~200y too early.
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Davidson_1981	Mañjuśrīnāmasaṃgīti (Davidson 1981 ed.)	658	late 8th c. CE (extant Sanskrit recension)	750	800	medium	Davidson, 'The Litany of Names of Mañjuśrī' (1981) and Indian Esoteric Buddhism (2002); R. Tribe, thesis on Vilāsavajra's NAS commentary (Oxford 1994)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	The Nāmasaṃgīti was commented on by Vilāsavajra (Nāmamantrārthāvalokinī), an eighth/early-ninth-century master, giving a terminus ante quem of c. 800; it is generally placed in the late 8th c. and entered Tibet in the early-transmission period. Davidson's 1981 Sanskrit edition is this late-8th-c. recension. There is no demonstrable earlier layer for this developed tantric litany, so root = recension here.	True	NAS is late 8th c. (Vilāsavajra TAQ ~800), not mid-7th. cur_med 658 off by ~110y -> corrected to 750-800.
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Minaev_1887	Mañjuśrīnāmasaṃgīti (Minaev 1887 ed.)	667	late 8th c. CE (extant Sanskrit recension)	750	800	medium	Davidson, 'The Litany of Names of Mañjuśrī' (1981) and Indian Esoteric Buddhism (2002); R. Tribe, thesis on Vilāsavajra's NAS commentary (Oxford 1994)	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Same text as the Davidson item; Minaev (1887) is the older Sanskrit editio princeps of the identical late-8th-c. tantric Nāmasaṃgīti. Dated by Vilāsavajra's commentary (TAQ c. 800). The edition is 19th-c. but the recension it represents is the late-8th-c. Indian one.	True	Same NAS recension, late 8th c.; cur_med 667 off by ~100y -> corrected to 750-800.
