id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	note
SA_MB_nirvanatantraHK	Nirvāṇatantra	784	14th-16th c. CE	1300	1600	low	N.N. Bhattacharyya 2006 cites it only as a source in the late Sakta/Kaula nibandha corpus; no independent dating in library	cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	Late Bengali Sakta/Kaula tantra of the Mahanirvana/Niruttara group; no explicit scholarly date in library. Corpus-based estimate; cur_med 784 far too early.
SA_MB_nirvanayogottaraHK	Nirvāṇayogottara	551	None	None	None	none			No specific specialist dating of the Nirvāṇayogottara/Nirvāṇatantra found in the library; only encyclopedic mentions without a date. Left undated rather than invent one.
SA_MB_nisvaasakaarikaatantram1HK	Niśvāsakārikā	762	7th-8th c. CE (latest, fifth Sūtra of the Niśvāsa corpus)	600	800	medium	Sanderson, History through Textual Criticism and The Śaiva Age: the Niśvāsa Mūlasūtra is c.450-550 and the Niśvāsakārikā is the fifth/latest Sūtra of the corpus, appended to the earlier strata	cleaned_Sanderson_History through textual criticism.txt	Latest layer of the early Saiddhāntika Niśvāsa corpus (whole corpus c.450-9th c.); Mūlasūtra 450-550 but the Kārikā is a later addition, so 7th-8th c. cur_med 762 within range; midpoint ~700, change <100y.
SA_MB_nisvasakarikatantramHK	Niśvāsakārikā	796	7th-9th c. CE	600	900	medium	Sanderson, The Śaiva Age; cf. Goodall et al., Niśvāsatattvasaṃhitā ed. (EFEO/Pondicherry)	cleaned_Sanderson_The Śaiva Age.txt	A LATER stratum of the Niśvāsa corpus, extant only in southern (Pondicherry transcript) mss and absent from the early Nepalese codex (per White, Sinister Yogis). The corpus core is mid-5th-6th c. (Mūlasūtra), but the Kārikā is a secondary expansion, hence later (7th-9th c.).
SA_MB_nityaasodasikaarnavaHK	Nityāṣoḍaśikārṇavatantra with the commentary called Setubandha	1123	early 18th c. CE (commentary); mūla tantra 10th-12th c. CE	1690	1760	high	Padoux 1990, Vāc (on the Vāmakeśvarīmata/NŚA and Bhāskararāya's commentary); Bhattacharyya 2006	cleaned_Vac. The Concept of the Word in Selected Hindu Tantras_Andre Padoux, 1990.txt	Dated as the commentarial WORK (Setubandha by Bhāskararāya, fl. first half 18th c.). The mūla Nityāṣoḍaśikārṇava (=Vāmakeśvarīmata), root scripture of the Tripurasundarī/Śrīvidyā cult, is itself 10th-12th c. (Padoux: 'latest of the Kaula transmissions, tenth-twelfth century?'). Midpoint 1725 vs median 1123 -> changed.
SA_MB_paasupatabrahmopanisatHK	Pāśupatabrahma Upaniṣad	965	late medieval (a 'still later' yoga Upaniṣad)	1100	1500	low	Eliade 1958, Yoga: Immortality and Freedom (classed among late yogic Upaniṣads)	cleaned_YOGA, Immortality & Freedom_Mircea Eliade, 1954, 1958.txt	Not a tantra; a late Yoga Upaniṣad of the syncretic corpus, dated by Eliade among the latest such texts. Current median 965 likely too early; pushed later.
SA_MB_pancaratraraksa1HK	Vedāntadeśika: Pāñcarātrarakṣā	1313	early 14th c. CE (Vedāntadeśika, 1268–1369)	1290	1340	high	Sanderson, The Śaiva Age (cites the work by the well-dated Srivaisnava author Vedantadesika)	cleaned_Sanderson_The Śaiva Age.txt	Authored by the historically well-dated Vedantadesika (1268-1369); a Srivaisnava defence of Pancaratra, not itself a samhita. Current median accurate.
SA_MB_paraanandasutraHK	Pārānandasūtra	916	early/'earlier' Tantric work, undated precisely	850	1000	low	N. N. Bhattacharyya 2006, History of the Tantric Religion	cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	Only Bhattacharyya, who calls it 'an earlier Tantric work' (Kaula, pañca-makāra) without a century. No specialist date; current range 850-1000 retained, low confidence.
SA_MB_paraatantraHK	Paratantra (Parātantra)	670	None	None	None	none	no specialist dating located in library		No specific dating found. Library hits for 'paratantra' are the Yogacara technical term (paratantra-svabhava) or Svatantrika/Madhyamaka usage, not a datable tantric work; could not confirm identity as a specific Pancaratra/Saiva text. Date left null to avoid invention.
SA_MB_paraatriisikaalaghuvrttiHK	Parātrīśikālaghuvṛtti	935	c. 975-1025 CE	975	1025	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Abhinavagupta's shorter commentary on the Parātrīśikā (Trika), within his floruit c. 975-1025; catalogue 'unknown author' is incorrect.
SA_MB_paraatrisikaataatparyadiipikaaHK	Somānanda II: Parātriśikātātparyadīpikā and Śāktavijñāna	913	c. 900-950 CE (Somānanda floruit; work itself undated)	900	950	low	Sanderson, Śaivism and the Tantric Traditions (floruit of Somānanda)	cleaned_Sanderson_Śaivism and the tantric traditions.txt	Library dates the Pratyabhijñā founder Somānanda to fl. c.900-50; no specific dating found for this Parātriśikā commentary, and title labels author 'Somānanda II' (possibly later). Low confidence; current median retained.
SA_MB_parakramapujaHK	parākramapūjā	734	None	None	None	none	no specialist dating found in library		No match for parākramapūjā in reference-literature/ (all 'parākrama' hits are the common word 'valor'). Obscure Kashmir Trika ritual text; no sourced date available, so consensus left null.
SA_MB_paramarthasaraHK	Abhinavagupta: Paramārthasāra	999	c. 975-1025 CE	975	1025	high	Sanderson, The Śaiva Age (2009)	cleaned_Sanderson_The Śaiva Age.txt	Abhinavagupta's reworking of the Ādhārakārikā; dated by his floruit.
SA_MB_paramesvariitantraHK	Parameśvarīmatatantra	790	10th-11th c. CE	900	1100	low	Flood, The Tantric Body (2006), on the Kubjikā / Western Transmission corpus	cleaned_Tantric Body. The Secret Tradition of Hindu Religion_Gavin Flood, 2006.txt	Parameśvarī(mata)tantra is a Kubjikā / Western-Transmission (Paścimāmnāya) scripture; no dating of this exact title in library. Dated by association with the Kubjikā corpus (~10th-11th c. per Flood); later than machine median 790, but inference only.
SA_MB_paramoksanirasakarikaHK	Sadyojyoti: Aṣṭaprakaraṇa — Paramokṣanirāsakārikā	702	7th–early 8th c. CE (within 600–830)	600	730	high	Watson 2006 (Self's Awareness of Itself), 'The Date of Sadyojyotis'; Goodall & Watson ed. of the work	cleaned_Self's Awareness of Itself Bhatta Ramakantha's Arguments Against the Buddhist Doctrine of No-Self_Alex Watson, 2006.txt	Kārikā by Sadyojyoti (the vṛtti is by Bhaṭṭa Rāmakaṇṭha, later); date follows the author. Consistent with current median.
SA_MB_parasambhumahimnastavaHK	Paraśambhumahimnastava (Paraśambhumahimnaḥstava)	964	9th-11th c. CE (Kashmiri Krama horizon)	825	1100	low	Sanderson, Śaivism and the Tantric Traditions (Krama enters history early/mid 9th c.)	cleaned_Sanderson_Śaivism and the tantric traditions.txt	Krama stotra (Krodhabhaṭṭāraka/Durvasas epithet); no dating of this specific hymn in library, bracketed by the Kashmiri Krama's flourishing 9th-11th c.
SA_MB_parasuramakalpasutraHK	Paraśurāmakalpasūtra	1035	None	None	None	none	no dating statement found in library		Late Srividya ritual sutra; library mentions it only in citation-lists (Freschi/Maas, Bhattacharyya, Encyclopedia of Tantra) with no date. Specialist consensus (Padoux ed., not present here) places it late (~15th-16th c.) but not citable from this library; left null.
SA_MB_paratrimsikavivaranaHK	Parātrīśikāvivṛti (Parātrīśikā-laghuvṛtti)	1000	c. 990–1015 CE	990	1015	high	Sanderson, History through Textual Criticism (Abhinavagupta's own dated colophons)	cleaned_Sanderson_History through textual criticism.txt	Abhinavagupta's works dated by his own colophons span Saptarṣisaṃvat 4066 (990/91) to 4090 (1014/15). Dating unchanged.
SA_MB_pauskarasamhitaHK	Pauṣkarasaṃhitā	755	9th-10th c. CE	800	1000	medium	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Pāñcarātra Pauṣkara among the seven 'relatively old' saṃhitās but the latest; the Jayākhya/Sātvata group 'very unlikely to have been produced before the ninth century', Pauṣkara later still. Distinct from the Śaiva Pauṣkara-Pārameśvara. Later than median 755.
SA_MB_pauskarvrttiHK	Jñānaprakāśācārya: Pauṣkaravṛtti	1579	16th c. CE	1500	1600	low	Goodall, Bhaṭṭa Rāmakaṇṭha's Kiraṇavṛtti edition (treats Jñānaprakāśa as a late Saiddhāntika commentator); no explicit century stated	cleaned_skt-en-mono.txt	Late Śaiva Siddhānta commentator of Śālivāṭipura, Jaffna; library cites him but gives no firm date. Conventionally 16th c. (after Umāpati, 14th c.). Commentary on Pauṣkarāgama. Retained current median.
SA_MB_phe.takapratis.thacandikagnividhiHK	Pheṭakapratiṣṭhācaṇḍikāgnividhi	773	None	None	None	none	no specialist dating found in library		Anonymous Newar consecration/fire-rite (pratiṣṭhā + Caṇḍikā agnividhi) paddhati. Library matches for 'pheṭaka' are MS colophons describing 'khaḍga-pheṭaka' (sword-and-shield) iconography, not this text's date. Late medieval Newar ritual manual; undated in library.
SA_MB_phetkaariniitantramHK	Phetkāriṇītantra	715	11th c. CE (post-1000)	1000	1100	medium	Sanderson 2009, The Śaiva Age (citing Bühnemann 1996)	cleaned_Sanderson_The Śaiva Age.txt	Terminus post quem set by borrowing from Śāśvatavajra (fl. c.1000); Sanderson thinks composed closer to his time than to its 15th-c. citation. Much later than current 715 -> CHANGED.
SA_MB_pingalamataHK	Piṅgalāmata	596	8th-10th c. CE (early Pratiṣṭhātantra, pre-11th c.)	700	1000	medium	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Saiddhāntika Pratiṣṭhātantra; one of the early texts of its class, attested before end of 11th c. No tighter date in library. Midpoint 850 vs 596 -> changed.
SA_MB_pranagnihotraHK	Prāṇāgnihotra (Prāṇāgnihotra Upaniṣad)	442	None	None	None	none	no dating statement found in library (Olivelle 1998 cites only Bock-Raming's study of agnihotra/prāṇāgnihotra, not a date)	cleaned_Early Upanisads. Annotated Text and Translation_Patrick Olivelle, 1998.txt	Minor late/sectarian Upaniṣad; library yields only a bibliographic reference, no date. Not in Olivelle's set of early Upaniṣads. No consensus date assigned.
SA_MB_pranotisini_6_HK	Rāmatoṣaṇa (compiler): Prāṇatoṣiṇī, part 6	1810	early 19th c. CE (c. 1820)	1795	1845	medium	Santideva, Encyclopedia of Tantra 1999; Benard, Chinnamasta 2010 (Prāṇatoṣiṇītantra, Calcutta 1928 ed.)	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Modern Bengali nibandha (Tantric digest) compiled by Rāmatoṣaṇa Bhaṭṭācārya c.1820 CE; not an early tantra. Library cites it only as a late compilation. Current date confirmed.
SA_MB_pratisthalaksanasarasamuccayaHK	Pratiṣṭhālakṣaṇasārasamuccaya	694	None	None	None	low	Goodall (Niśvāsatattvasaṃhitā ed.) cites it as a compilatory source; no explicit date given	cleaned_skt-en-mono.txt	A compilatory pratiṣṭhā/iconography compendium that borrows from earlier Śaiva scriptures (Bṛhatkālottara etc.); thus a relatively late digest, but the library offers no firm specialist date. Left null; treat as post-9th c. at best (low confidence).
SA_MB_pratyabhijnahrdayaHK	Pratyabhijñāhṛdaya (text version)	1080	first half 11th c. CE	1000	1050	high	Sanderson 2009, The Śaiva Age (Abhinavagupta fl. c. 975–1025); Kṣemarāja his direct pupil	cleaned_Sanderson_The Śaiva Age.txt	Kṣemarāja was the direct disciple of Abhinavagupta (fl. 975–1025), so his own Pratyabhijñāhṛdaya dates to the first half of the 11th c.; current median 1080 is slightly late.
SA_MB_prayascittasamuccayaHK	Prāyaścittasamuccaya	660	12th c. CE	1100	1200	medium	Sanderson, The Śaiva Age 2009 (Trilocanaśiva 12th c.); Sanderson, History through Textual Criticism (Hṛdayaśiva's PSS, MS dated NS 278 = A.D. 1158)	cleaned_Sanderson_The Śaiva Age.txt	Saiddhāntika Śaiva expiation digest. Trilocanaśiva is 12th c. (teacher Jñānaśiva near-contemporary of Aghoraśiva who finished his work in 1157). The homonymous earlier Prāyaścittasamuccaya by Hṛdayaśiva (Mālava/Dhārā lineage) is late 10th-mid 11th c., extant MS dated 1158. Later than current median 660.
SA_MB_prodgitagamaHK	Prodgītāgama (Prodgīta)	863	None	None	None	none			Listed only as a name in Śaiva Siddhānta āgama/upāgama catalogues (skt-en-mono.txt index); no specialist dating discussion found in the library.
SA_MB_purascaryaarnava-2-HK	Puraścaryārṇava, volume 2	735	late 18th c. CE	1775	1800	high	authorial attribution (Pratāp Siṃha Śāh, King of Nepal r. 1775-1777)		Not a revealed tantra but a late-18th-c. ritual digest (nibandha) compiled by/for King Pratāp Siṃha Śāh of Nepal (r. 1775-1777). Firmly datable to c. 1775 by authorship; no separate library citation needed. Far later than machine median 735.
SA_MB_purascaryaarnava-3-HK	Puraścaryārṇava, volume 3	759	late 18th c. CE (compiled under King Pratāpasiṃha Śāha, r. 1775-77)	1770	1790	high	Stated authorship/patronage; King Pratap Singh of Nepal (reigned 1775-1777), referenced in Santideva Encyclopedia of Tantra and Macdonald, Mandala and Landscape	cleaned_Macdonald_Mandala and Landscape.txt	Late Nepalese tantric ritual digest (nibandha) compiled by/under the Shah king, not an early tantra. cur_med 759 off by ~1000y; midpoint moves +1021y.
SA_MB_purascaryaarnava-I-HK	Puraścaryārṇava, volume 1	836	c. 1775 CE	1750	1800	medium	Authorship by King Pratāpasiṃha Śāha of Nepal (r. 1775-77), per item metadata; corroborated as a late Tantric nibandha/digest	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	An 18th c. Nepalese royal Tantric digest (nibandha), NOT an early scripture; composed under King Pratāpasiṃha Śāha c. 1775. Library has no specialist dating but authorship is firm. Far later than cur_med 836 -> changed.
SA_MB_ratnatrayapariksaHK	Śrīkaṇṭha: Aṣṭaprakaraṇa — Ratnatrayaparīkṣā	950	10th c. CE (before Aghoraśiva 1157)	900	1000	low	Lit. of Philosophical Systems catalogue (Ratnatrayaparīkṣā a Śaiva Siddhānta work commented by Aghoraśiva, fl.1157, and Rāmakaṇṭha)	cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Śaiva-Siddhānta theologian Śrīkaṇṭha, post-Sadyojyoti and pre-Aghoraśiva(1157); library lacks a clean specialist (Goodall) century; retains ~10th c. The 12th-c. Śrīkaṇṭha in Potter vol.2 is a different (Vedānta/logic) author
SA_MB_saadhanamaalaa-IIHK	Sādhanamālā, Vol. 2	835	by 12th c. CE (compilation; terminus 1165)	1050	1165	medium	Bhattacharyya 1958, Indian Buddhist Iconography (Based on the Sādhanamālā)	cleaned_Indian Buddhist Iconography…Based on Sadhanamala_Benoytosh Bhattacharyya, 1958.txt	Anthology of sādhanas by many authors; individual sādhanas range earlier (cur_nb 600-na 1100), but the COMPILATION is fixed by the 1165 ms. Midpoint shifts later -> changed.
SA_MB_saaktaanandataramginiiHK	Śāktānandataraṅgiṇī	1540	16th c. CE	1500	1600	medium	Bühnemann 2003, Mandalas and Yantras in the Hindu Traditions	cleaned_Mandalas and Yantras in the Hindu Traditions_Gudrun Buhnemann 2003.txt	Śākta nibandha. Bühnemann explicitly calls it 16th-century; consistent with cur_med.
SA_MB_saaktapramodaHK	Devanandanasiṃha: Śāktapramoda	1835	late 19th c. CE (c. 1890)	1865	1915	medium	External: Deva Nandan Singh's compilation, first published c.1890 (cf. Madhu Khanna ed.); library mentions author only in Benard 2010 index	cleaned_Chinnamasta The Aweful Buddhist & Hindu Tantric Goddess_Elisabeth Anne Benard  2010.txt	Late-19th-c. Śākta nibandha (collection of Tantras) by Deva Nandan Singh, first published c.1890; current median 1835 likely slightly early. Modern compilation, not an early tantra.
SA_MB_saandilyopanisatHK	Śāṇḍilya Upaniṣad	851	11th-14th c. CE (Yoga Upaniṣad, later layer)	1000	1400	low	Ruff in White (ed.), Yoga in Practice 2012; Mallinson & Singleton, Roots of Yoga 2017 (citing Bouy 1994)	cleaned_White_Yoga in Practice.txt	One of the 20-21 Yoga Upaniṣads; on their late composition see Bouy 1994. Śāṇḍilya is a developed aṣṭāṅga/nāḍī text, so toward the later end of the 9th-13th c. range; pushed later than cur_med.
SA_MB_sadhanamala1IHK	Sādhanamālā, Vol. 1	827	compilation c. 7th-12th c. CE (collection closed by mid-12th c.)	650	1165	medium	Williams/Tribe/Wynne 2000, Buddhist Thought; Nakamura 1980	cleaned_Buddhist Thought. A Complete Introduction to the Indian Tradition_Paul Williams, Anthony J. Tribe, Alexander Wynne, 2000.txt	Anthology of ~240 sādhanas by many authors spanning 7th-12th c.; earliest dated MS 1165 CE marks the closing of the collection. Range retained, not a single-date work.
SA_MB_saivaagamaadimaahaatmyamHK	Śaivāgamādimāhātmya (Śivāgamādimāhātmyasaṃgraha)	1059	16th c. CE	1500	1600	low	skt-en-mono (Goodall, Kiranavrtti ed.) on Jnanaprakasa of Jaffna; OCHS lecture (src) groups him with later Saiva Siddhanta commentators	cleaned_skt-en-mono.txt	Jnanaprakasa of Salivati (Jaffna) is a late Saiva Siddhanta author, grouped with Umapati and later commentators; library gives no explicit year. Conventionally 16th c.; confidence low as no firm date is citable from this library.
SA_MB_saivakaalavivekaHK	Śaivakalāviveka	867	None	None	None	none			Only a catalogue mention of a Śaivakalāvivekavyākhyā (skt-en-mono.txt index); no dating statement found in the library.
SA_MB_saivaparibhasaHK	Śaivasiddhāntaparibhāṣā	1544	16th c. CE	1500	1600	low	R.H. Davis (ed.) 1998, Images, Miracles, and Authority; cf. catalogue 'Literature about the Philosophical Systems and Indian Philosophy'	cleaned_Images, Miracles, and Authority in Asian Religious Traditions_Richard H. Davis, ed., 1998.txt	Saiva Siddhanta scholastic, not a tantra; library confirms author/work and lineage but gives no explicit century. Standard scholarship places Sivagrayogin in the 16th c. (post-Meykanda commentator); kept at machine median.
SA_MB_saivasiddhantaparibhasamanjariHK	Śaivasiddhāntaparibhāṣāmañjarī	1528	second half of 16th c. CE	1550	1600	high	Sanderson 2009, The Śaiva Age (Vedajñānaguru II); cf. Dupuche/IFP critical edn of the Saivāgamaparibhāṣāmañjarī	cleaned_Sanderson_The Śaiva Age.txt	Śaiva Siddhānta digest; also cited as Saivāgamaparibhāṣāmañjarī. By Nigamajñānadeśika (Vedajñāna II), Cidambaram. Sanderson dates his oeuvre to the latter half of the 16th c., slightly later than cur_med.
SA_MB_sakalaagamasaarasangrahaHK	Sakalāgamasārasaṅgraha	762	None	None	None	none	Only catalogue notices found (Bendall; Querying the Medieval handlist); no specialist composition date	cleaned_Bendall_Catalogue of Sanskrit, Pali, and Prakrit books in the British museum acquired during the years 1876-92.txt	A late South-Indian digest/epitome of the Śaiva Āgamas (a saṅgraha, not a primary scripture); appears in South-Indian Saiddhāntika handlists alongside Aghoraśiva-era works, suggesting it post-dates the 12th c., but no firm scholarly date in library. Left null.
SA_MB_saktisa.mgamatantra_kalikhandaHK	Śaktisaṃgamatantra, Kālīkhaṇḍa	682	16th-17th c. CE	1500	1700	high	N.N. Bhattacharyya 2006, History of the Tantric Religion	cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	Late Śākta tantra (4 khaṇḍas: Kālī, Tārā, Sundarī, Chinnamastā), ed. B. Bhattacharyya. Dated 16th-17th c. - drastically later than current median (~682). Major change.
SA_MB_saktisamgama_sundarikhandaHK	Śaktisaṃgamatantra, Sundarīkhaṇḍa	777	16th-17th c. CE	1550	1700	low	Kinsley 1998 (Ten Mahavidyas) treats it as a developed Mahavidya source; standard view (Goudriaan-Gupta 1981, Bhattacharyya) is that it is among the latest Tantras	cleaned_Tantric Visions of the Divine Feminine. The Ten Mahavidyas_DAVID KINSLEY, 1998.txt	Presupposes the fully systematized ten-Mahavidya scheme, a late development; conventionally one of the latest large Tantras (~16th-17th c.). No explicit dated statement in library; cur_med 777 far too early.
SA_MB_saktisamgama_tantra_tarakhandaHK	Śaktisaṃgamatantra: Tārākhaṇḍa	788	16th-17th c. CE	1500	1700	medium	N. N. Bhattacharyya, History of the Tantric Religion (2006)	cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	Tārākhaṇḍa is the Tārā part of the four-part Śaktisaṃgamatantra. Bhattacharyya dates the whole work 16th-17th c.; this late date (mid ~1600) is ~800y later than the machine median 788.
SA_MB_saktisutramHK	Śaktisūtra	818	None	None	None	low	skt-en-mono (Kashmiri Śaiva monograph): Bhāskararāya equates 'Śaktisūtra' with Kṣemarāja's Pratyabhijñāhṛdaya; Gnoli's separate 'Śaktisūtra' attribution judged probably mistaken	cleaned_skt-en-mono.txt	Title is ambiguous in the scholarship: 'Śaktisūtra' is Bhāskararāya's name for Kṣemarāja's Pratyabhijñāhṛdaya (early 11th c.); a distinct work of that name is doubted as a scholarly error. Cannot pin the MB-collection text to one identity, so no firm bounds given.
SA_MB_samnyaasaupanisadHK	Saṃnyāsa Upaniṣads	911	varied (c. 300 BCE - 1300 CE collection)	-300	1300	low	Olivelle 1992, Saṃnyāsa Upaniṣads (cited as standard authority); Samuel 2008	cleaned_Origins of Yoga and Tantra. Indic Religions to the Thirteenth Century_Geoffrey Samuel, 2008 (2010).txt	This is a CORPUS of ~20 renunciant Upaniṣads spanning many centuries, not a single text; Olivelle 1992 is the standard edition/dating authority but his specific per-text spans are not in the library. The earliest are pre-CE, the latest medieval. A single median is not meaningful; broad span given, confidence low.
SA_MB_saradatilakaHK	Śāradātilaka	1089	12th c. CE	1100	1200	high	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Sanderson dates it most probably to the 12th c.; tightens current 1000-1200 range to 12th c.
SA_MB_sarvajnaanottaravrittiHK	Sarvajñānottaravṛtti	1163	mid-12th c. CE	1132	1182	high	Sanderson 2009, The Śaiva Age (citing Goodall 2000)	cleaned_Sanderson_The Śaiva Age.txt	Vṛtti (commentary) on the scripture Sarvajñānottara by Aghoraśiva, dated firmly via his Kriyākramadyotikā (1157). The base scripture is far older (early Siddhānta); this item is his commentary, so mid-12th c. Confirms current median.
SA_MB_sarvollaasatantraHK	Sarvollāsatantra	1471	early-mid 15th c. CE	1400	1460	medium	Sanderson 2009, The Śaiva Age	cleaned_Sanderson_The Śaiva Age.txt	Sanderson dates the author (of the Sarvollāsatantra) born c.1400 in Bengal, so the work is early-to-mid 15th c. Slightly earlier than current median.
SA_MB_satcakranirnayaHK	Ṣaṭcakranirṇaya (Ṣaṭcakranirūpaṇa)	657	16th c. CE	1525	1625	medium	Feuerstein, Tantra: Path of Ecstasy 1998; Segall (ed.) 2003 encyclopedia entry	cleaned_Encountering Buddhism. Western Psychology and Buddhist Teachings_ Seth Robert  Segall ed, 2003.txt	Ch.6 of Pūrṇānanda's Śrītattvacintāmaṇi (1577). Far later than current median 657.
SA_MB_satsahasrakalottaragamaHK	Ṣaṭsahasrakālottarāgama (Ṣaṭsāhasra Kālottara)	883	7th-9th c. CE	600	900	medium	D. Goodall (criteria) / A. Sanderson, The Śaiva Age, in skt-en-mono; A. Watson, Self's Awareness of Itself, 2006	cleaned_Self's Awareness of Itself Bhatta Ramakantha's Arguments Against the Buddhist Doctrine of No-Self_Alex Watson, 2006.txt	Śaiva Siddhānta scripture. Kālottara corpus is among Goodall's 'early scriptures' (predating Sadyojyotis 7th/8th c.; post-Niśvāsa tpq 550). The Ṣaṭsāhasra is a large/later recension of the multi-version Kālottara, hence 7th-9th c. rather than the oldest 6th-c. short Sārdhatriśatika.
SA_MB_sattrimsattattvasamdohaHK	Ṣaṭtriṃśattattvasandoha	1019	11th-12th c. CE	1000	1200	low	Potter bibliography (ed. with Rājānaka Ānandakavi's Vivaraṇa); Padoux on Amṛtānanda	cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Short Kashmirian Trika tattva-digest with Rājānaka Ānanda's Vivaraṇa; post-Abhinavagupta Trika scholasticism (11th c. or later). No precise specialist date in library; placed broadly post-1000 c. Current median 1019 within range.
SA_MB_saubhagyabhaskariHK	Lalitā Sahasranāma	1054	ca. 10th c. CE	900	1000	medium	White 2003, Kiss of the Yogini	cleaned_Kiss of the Yogini. Tantric Sex in its South Asian Contexts_David Gordon White, 2003.txt	Date is for the Lalitasahasranama itself (the text). The slug name Saubhagyabhaskari is Bhaskararaya's 18th-c. commentary (Buhnemann/Bhattacharyya), which is NOT what is dated here; the work dated is ca. 10th c.
SA_MB_saubhagyataranginiHK	Saubhāgyataraṅgiṇī	789	late medieval (16th-18th c. CE, uncertain)	1500	1800	low	no precise specialist dating in library; genre/lineage inference	cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Late Śrīvidyā commentary (on Tantrarāja/Saundaryalaharī) by Mukunda; no firm scholarly date in library, lineage notes only. Bracketed broadly as late medieval; far later than machine median 789 but confidence low.
SA_MB_saundaryalahariHK	Saundaryalaharī	922	uncertain; not an ancient work (c. 8th-12th c.)	700	1100	low	Padoux 1990, Vāc (classical Śrīvidyā hymn, with 16th-c. Lakṣmīdhara commentary; 'probably not an ancient work')	cleaned_Vac. The Concept of the Word in Selected Hindu Tantras_Andre Padoux, 1990.txt	Śākta Śrīvidyā hymn; the Śaṅkara attribution is rejected. Library gives no firm date, only Padoux's caution; current 700-1100 range retained.
SA_MB_siddhalaksmipujapaddhatiHK	Siddhalakṣmīpūjāpaddhati	774	17th c. CE	1575	1700	low	D.G. White (in Tantra in Practice, 2000) on Siddhilakṣmī/Taleju and Pratap Malla	cleaned_Tantric Visions of the Divine Feminine. The Ten Mahavidyas_DAVID KINSLEY, 1998.txt	Siddhilakṣmī is the uttarāmnāya (Northern Transmission) royal goddess of the Newar Malla kings (Taleju). The pūjāpaddhati is an anonymous Newar ritual manual tied to the 16th-17th c. Malla royal cult; far later than cur_med. Source-file attribution approximate (quote is from the Tantra in Practice/White corpus).
SA_MB_siddhantarthasamuccayaHK	Siddhāntārthasamuccaya	1046	12th c. CE	1100	1200	medium	Sanderson 2009, The Saiva Age (on Trilocanasiva)	cleaned_Sanderson_The Śaiva Age.txt	Saiva Siddhanta work by Trilocanasiva (cited in Torella's IPK edition). Sanderson dates him to the 12th c.; pupil of Jnanasiva and near-contemporary of Aghorasiva (fl. 1157).
SA_MB_siddhilak.smii-aramikaHK	Siddhilakṣmī Ārāmika	698	10th-12th c. CE	900	1200	low	Sanderson, Śaivism and the Tantric Traditions (cult of Guhyakālī/Siddhilakṣmī)	cleaned_Sanderson_Śaivism and the tantric traditions.txt	Siddhilakṣmī is a Pratyaṅgirā of the Jayadrathayāmala (1st Ṣaṭka late 9th c., later hexads 10th-11th c. per Sanderson Śaiva Age); cult Newar, flourishing from c. 10th c. The specific 'Ārāmika' recension is undated in the library — date assigned to the tradition, not the text. Current median 698 too early.
SA_MB_siddhilaksmiidevyarcanaHK	Siddhilakṣmīdevyārcana	630	None	None	None	none	no specialist dating in library	cleaned_Sanderson_The Śaiva Age.txt	Newar Siddhilakṣmī worship-manual (arcana). Only an incidental Sanderson mention of the goddess in the library; no date. Belongs to the late Newar Sarvāmnāya tradition (likely post-13th c.) but undated in available sources, so null/none. Current median 630 likely far too early.
SA_MB_siddhilaksmiyutaksaramalamamtraHK	Siddhilakṣmī-akṣaramālāmantra	630	None	None	None	none	no specialist dating in library	cleaned_Sanderson_The Śaiva Age.txt	Library has only a passing mention of Siddhilakṣmī as a Mantramārgic Śākta goddess (Sanderson); no date for this specific Newar mantra text. Siddhilakṣmī/Pratyaṅgirā worship is part of the late Newar Sarvāmnāya milieu (post-13th c.), but the text itself is undated here. Current median 630 almost certainly far too early; no source read that dates it, so null/none.
