type	arg1	arg2	arg3	note
anchor	SA_MB_kaamakalaavilaasaHK	1300	1375	[medium] puṇyānanda: kāmakalāvilāsa (Wisdomlib; teacher of Amṛtānanda (fl. )
anchor	SA_MB_aagamapraamaanyamHK	950	1040	[high] yāmunāchāryaswāmin: āgamaprāmāṇy (Wikipedia Yamunacharya; Narasimhachary)
anchor	SA_MB_saivasiddhantaparibhasamanjariHK	1500	1565	[low] vedajñāna: śaivasiddhāntaparibhā (IFP/Pondicherry Śaiva Siddhānta studie)
anchor	SA_GR14_laghbh_u	1530	1580	[high] Laghubhāgavatāmṛta (ISKCON/Gaudiya scholarship; Rupa Gosva)
anchor	SA_MB_varivasyaarahasyaHK	1720	1760	[high] bhaskarāya: varivasyārahasya (Wikipedia: Bhaskararaya (1690-1785))
anchor	SA_GV06_vaitss_u	-600	-200	[medium] Vaitāna-Śrautasūtra [Vaitānasūtr (Atharvaveda srautasutra scholarship (w)
anchor	SA_K10_udanav_u	-75	200	[medium] Udānavarga (Brough; en-academic/Wikipedia)
anchor	SA_T17_n996u	800	825	[high] Mahāvyutpatti (Wikipedia: Mahavyutpatti)
anchor	SA_T08_suvrnavu	300	499	[low] Suvarṇavarṇāvadāna (Decipherment/historical study (Exotic )
anchor	SA_T11_dhkprvku	600	660	[high] Pramāṇavārttikakārikā (Britannica/Wikipedia; Frauwallner)
anchor	SA_MB_Kulapradiipa-HK	1200	1299	[medium] śivānandācārya: kulapradīpa (wisdomlib; Srividya scholarship)
anchor	SA_GK19_gu01-03u	1560	1598	[high] Gopālacampū: Uttaracampū, 1-3 (Wikipedia: Jiva Goswami (c.1513-1598))
anchor	SA_GK19_gu29___u	1560	1598	[high] Gopālacampū: Uttaracampū, 1-3 (Wikipedia: Jiva Goswami (c.1513-1598))
anchor	SA_GK19_gu05-06u	1560	1598	[high] Gopālacampū: Uttaracampū, 1-3 (Wikipedia: Jiva Goswami (c.1513-1598))
anchor	SA_GK16_jgrasg1u	1620	1665	[high] Rasagaṅgādhara (Wikipedia: Jagannatha Panditaraja (159)
anchor	SA_GSD37_vasist_u	-300	100	[medium] Vāsiṣṭadharmasūtra (Olivelle, Dharmasutras; Wikipedia)
anchor	SA_K10_n267u	200	450	[low] Āryasaṃghāṭasūtra (Sanghatasutra.net; translation history)
anchor	SA_K10_n260u	200	600	[low] Arthaviniścayasūtra (Samtani ed.; Wikipedia (commentary by )
anchor	SA_K10_bsu005_u	200	600	[low] Arthaviniścayasūtra (Samtani ed.; Wikipedia (commentary by )
anchor	SA_MB_tararahasyaHK	1575	1625	[low] brahmānanda: tārārahasya (Shaktism scholarship; Brahmanandagiri)
anchor	SA_T03_bsa031_u	750	820	[high] Abhisamayālaṅkāravṛttiḥ sphuṭārt (Wikipedia/Rigpawiki: Haribhadra (fl. c)
anchor	SA_GK16_rnatc__u	1530	1580	[medium] Nāṭakacandrikā (wisdomlib; Gaudiya scholarship)
anchor	SA_MB_STAVACINTAAMANI_hk	850	950	[medium] bhaṭṭanārāyaṇa: stavacintāmaṇi (Marjanovic/Lakshmanjoo intro; Kashmir )
anchor	SA_GS24_paribhsu	1700	1750	[high] Paribhāṣenduśekhara (wisdomlib; standard grammatical histor)
anchor	SA_T06_bsa073_u	350	499	[medium] Ratnagotravibhāga (Uttaratantra) (Wikipedia; Buddha-Nature (Tsadra); Tak)
anchor	SA_GSD36_yajn2_pu	-100	300	[medium] Yājñavalkyasmṛti (Wikipedia; Olivelle; Kane History of D)
anchor	SA_T07_vabhdiku	450	600	[low] Abhidharmadīpa (with Vibhāṣāprab (Jaini ed. 1977; Wikipedia)
anchor	SA_T07_vabhdilu	450	600	[low] Abhidharmadīpa (with Vibhāṣāprab (Jaini ed. 1977; Wikipedia)
anchor	SA_GSD36_katy2p_u	300	600	[medium] Kātyāyanasmṛti (Kane, History of Dharmaśāstra; wisdoml)
anchor	SA_GK19_bhago	700	750	[medium] Bhaja-Govindam (Wikipedia)
anchor	SA_T11_n2992u	700	770	[high] Viśālāmalavatī Pramāṇasamuccayaṭ (Steinkellner et al. critical edition ()
anchor	SA_T11_rvadrahu	1000	1200	[low] Vādarahasya (Udayananirākaraṇa) (Inference from Udayana's floruit (~984)
anchor	SA_GK19_damkuttu	775	825	[high] Kuṭṭanīmata (Dezső & Goodall ed.; wisdomlib)
anchor	SA_GS40_dhrasciu	1200	1400	[low] Rasendracintāmaṇi (Rasaśāstra chronologies; wisdomlib)
anchor	SA_GK19_padyavlu	1500	1560	[high] Padyāvalī (wisdomlib; standard Gauḍīya scholarshi)
anchor	SA_GK16_ruvyavivya_pu	1100	1160	[medium] Vyaktivivekavyākhyā (wisdomlib; Sanskrit poetics histories)
anchor	SA_K10_n2942u	200	450	[medium] Saddharmasmṛtyupasthānasūtra (Daniel Stuart, A Less Traveled Path; L)
anchor	SA_GK17_kedvratu	950	1050	[medium] Vṛttaratnākara (wisdomlib; prosody studies)
anchor	SA_GK17_kvrtrsuu	950	1050	[medium] Vṛttaratnākara (wisdomlib; prosody studies)
anchor	SA_MB_SpandakarikaRamakanthaHK	800	900	[medium] kallaṭa bhaṭṭa: spandakārikā (Wikipedia (Bhatta Kallata, Vasugupta);)
anchor	SA_GR14_jnass01u	1400	1550	[low] Jñānāmṛtasāra-Saṃhitā (Nārada-Pa (Smith, Pāñcarātra Texts; Gonda)
anchor	SA_MB_SIVASUUTRAVARTIKA_hk	950	1100	[medium] Śivasūtravārttika (Bhāskara) (Dyczkowski (SUNY); Kashmir Shaivism sc)
anchor	SA_GSD37_gautdhcu	-600	-200	[medium] Gautama-Dharmasūtra (Olivelle; Kane; Lingat (Wikipedia))
anchor	SA_T12_n801u	970	1050	[high] Chandoratnākara (Ratnākaraśānti) (Sanskrit prosody scholarship (Wikipedi)
anchor	SA_GS40_salrasmu	1425	1525	[high] Rasamañjarī (Bhānudatta) (Pollock, 'Bouquet of Rasa' (Clay Sansk)
anchor	SA_GSP33_yasasi_u	900	1000	[high] Saṃvitsiddhi (Yāmunācārya, Siddh (Wikipedia (Siddhitraya); Narasimhachar)
anchor	SA_GK20_hpriydpu	606	647	[high] Priyadarśikā (Harṣa) (Wikipedia; Columbia Indo-Iranian Serie)
anchor	SA_GK20_hdratn_u	606	647	[high] Ratnāvalīnāṭikā (Harṣa) (Wikipedia; standard Sanskrit drama sch)
anchor	SA_GE07_mbh_10_u	-300	400	[medium] Mahābhārata: Sauptikaparvan (Wikipedia; Brockington; Hiltebeitel)
anchor	SA_GE07_mbh_11_u	-300	400	[medium] Mahābhārata: Strīparvan (Wikipedia; Brockington; Hiltebeitel)
anchor	SA_MB_MahaayaagakramaHK	1700	1785	[high] Mahāyāgakrama (Bhāskararāya) (Wikipedia (Bhaskararaya))
anchor	SA_T11_bsa071_u	600	660	[high] Hetubindu (Dharmakīrti) (Stanford Encyclopedia of Philosophy; W)
anchor	SA_T11_dhkhetuu	600	660	[high] Hetubindu (Dharmakīrti) (Stanford Encyclopedia of Philosophy; W)
anchor	SA_T05_nagsaliu	150	250	[low] Śālistambakamahāyānasūtraṭīkā (a (Schoening, The Salistamba Sutra and it)
anchor	SA_T02_n1413u	750	850	[medium] Sarahapādasya dohākoṣa (Saraha) (Wikipedia (Saraha); Apabhraṃśa dohā sc)
anchor	SA_K01_vinv16_u	100	400	[low] Adhikaraṇavastu (Mūlasarvāstivād (Gnoli (Gilgit mss); Mūlasarvāstivāda V)
anchor	SA_K14_dhppat_u	-250	200	[low] Patna Dharmapada (Cone (JPTS); Roth; Dharmapada genre sc)
anchor	SA_GK19_bankad1u	600	660	[high] Kādambarī (Wikipedia (Kādambarī, Bāṇabhaṭṭa))
anchor	SA_GSP33_ramvaspu	1050	1137	[high] Vedārthasaṃgraha (Wikipedia (Vedarthasamgraha); IEP Rama)
anchor	SA_MB_kramadipikaHK	1400	1499	[medium] śrīrasikamohana caṭṭopādhyāya: k (Wikipedia (Keshav Kashmiri); wisdomlib)
anchor	SA_GK19_jivskd_u	1570	1598	[medium] Saṅkalpakalpadruma (Wikipedia (Jiva Goswami); scholarly bi)
anchor	SA_MB_mahanayaprakasa2HK	1200	1500	[medium] śitikaṇṭha: mahānayaprakāśa (Grierson (Asiatic Society of Bengal); )
anchor	SA_MB_ratnatrayapariksaHK	900	999	[medium] śrīkaṇṭha: āṣṭaprakaraṇa ratnatr (Journal of Indian Philosophy; Goodall )
anchor	SA_T03_bsa033_u	300	399	[high] Abhisamayālaṅkārāntaḥ pātināṃ (Wikipedia (Abhisamayalankara, Maitreya)
anchor	SA_GSP34_ghers_pu	1600	1700	[medium] Gheraṇḍa-Saṃhitā (Wikipedia (Gheranda Samhita); Mallinso)
anchor	SA_T11_bsa072_u	1200	1299	[high] Tarkabhāṣā (wisdomlib (Tarkabhasha study); Hindu B)
anchor	SA_T07_n797u	1150	1270	[medium] Subodhālaṅkāra (Kieffer-Pülz (ARIRIAB 2017); Cambridge)
anchor	SA_GR14_brhms5cu	1100	1500	[low] Brahma-Saṃhitā: Adhyāya 5 (Matsubara, Pāñcarātra Saṁhitās and Ear)
anchor	SA_T06_sambhu	300	400	[medium] Yogācārabhūmi: Samāhitā Bhūmi (Wikipedia (Yogacarabhumi-sastra))
anchor	SA_K07_pplg1__u	0	299	[high] Larger Prajñāpāramitā [Pañcaviṃś (Wikipedia (Large Prajñāpāramitā Sūtras)
anchor	SA_K07_pplg202u	0	299	[high] Larger Prajñāpāramitā [Pañcaviṃś (Wikipedia (Large Prajñāpāramitā Sūtras)
anchor	SA_GK21_ttrkhy1u	100	499	[medium] Tantrākhyāyika 1 (Wikipedia (Panchatantra); Hertel)
anchor	SA_GK21_ttrkhy2u	100	499	[medium] Tantrākhyāyika 1 (Wikipedia (Panchatantra); Hertel)
anchor	SA_T17_kukalpmu	150	299	[high] Kalpanāmaṇḍitikā (Wikipedia (Kumāralāta); J. Indian Phil)
anchor	SA_MB_kaulajnaananirnayaHK	800	1050	[medium] matsyendrānātha: kaulajñānanirṇa (Academia.edu (The Kaulajñānanirṇaya); )
anchor	SA_T02_n1402u	850	950	[medium] Mahāmāyātantra (Wikipedia (Mahāmāyā Tantra); 84000 (To)
anchor	SA_MB_spandanirnayaHK	990	1050	[medium] kallaṭa attributed author spanda (Sanskrit & Trika Shaivism; Wikipedia ()
anchor	SA_GV06_rgvidh_u	-500	0	[low] Ṛgvidhāna (Wikipedia (Rig Vidhana); M.S. Bhat, Ve)
anchor	SA_K10_jnalokau	200	500	[medium] Jñānālokālaṃkāra sūtra [Sarvabud (Univ. Vienna thesis listing; Mahāyāna )
anchor	SA_T17_byogalbu	300	699	[medium] Buddhist Yoga Manual [Yogalehrbu (J. Indian Philos. (Qizil Yoga Manual);)
anchor	SA_K06_bsu051_u	100	400	[high] Vajracchedikā Prajñāpāramitā [Va (Wikipedia (Diamond Sutra))
anchor	SA_K06_vchedppu	100	400	[high] Vajracchedikā Prajñāpāramitā [Va (Wikipedia (Diamond Sutra))
anchor	SA_K06_vchedpgu	100	400	[high] Vajracchedikā Prajñāpāramitā [Va (Wikipedia (Diamond Sutra))
anchor	SA_K01_vinv01_u	1	499	[medium] Pravrajyāvastu (Pravrajyāvastu of the Mūlasarvāstivāda)
anchor	SA_K08_bsu029_u	1	269	[medium] Rāṣṭrapālaparipṛcchā [Rāṣṭrapāla (Boucher, Bodhisattvas of the Forest (s)
anchor	SA_GSP29_nyapra	1600	1650	[high] Nyāyaprakāśa (Wikipedia (Apadeva))
anchor	SA_MB_sivaagamaadimaahaatmyamHK	1550	1620	[medium] jñānaprakāśa - śālivāṭipuranivās (Academia.edu (Śivāgamādimāhātmyasaṃgra)
anchor	SA_GR14_satvtanu	400	899	[low] Sātvatatantra (Sattvata Saṃhitā) (Wikipedia (Sattvata Samhita); Pancarat)
anchor	SA_GSD36_pars2_pu	100	500	[medium] Parāśaradharmasaṃhitā (Parāśaras (Kane, History of Dharmaśāstra; smṛti s)
anchor	SA_K12_mpratpru	400	693	[medium] Mahāpratisarā-vidyārājñī (Mahāpr (Pancaraksa scholarship; Baosiwei's 693)
anchor	SA_K12_mahpratu	400	693	[medium] Mahāpratisarāmahāvidyārājñī (Pancaraksa scholarship; Baosiwei's 693)
anchor	SA_GSP33_brahms2u	-200	200	[medium] Brahmasūtra (Wikipedia (Brahma Sutras); Jacobi, Ing)
anchor	SA_GSP33_brahmsuu	-200	200	[medium] Brahmasūtra (Wikipedia (Brahma Sutras); Jacobi, Ing)
anchor	SA_GR13_mabhedtu	1200	1299	[medium] Mātṛkābhedatantra (wisdomlib (Tara in Hinduism); Śākta-Śa)
anchor	SA_T02_n2988u	750	850	[high] Jñānasiddhi (Critical edition of Indrabhūti's Jñāna)
anchor	SA_GSP30_vasspacu	800	900	[high] Spandakārikā (Wikipedia (Vasugupta, Bhatta Kallata);)
anchor	SA_MB_bhogakarikaHK	675	750	[high] Bhogakārikā (Sadyojyoti) (Shaiva Siddhanta scholarship; encyclop)
anchor	SA_K10_bsu006_u	400	600	[medium] Ajitasenavyākaraṇa (Ajitasena Su (Wikipedia (Ajitasena Sutra); Gilgit ma)
anchor	SA_K14_ajitsvyu	400	600	[medium] Ajitasenavyākaraṇa (Ajitasena Su (Wikipedia (Ajitasena Sutra); Gilgit ma)
anchor	SA_K10_mkarmviu	100	499	[low] Mahākarmavibhaṅga (Lévi 1932 ed.; Buddhist Sanskrit karma)
anchor	SA_K10_ekottaru	-250	100	[medium] Ekottarāgama [Ekottarāgamasūtra] (Wikipedia Ekottara Agama; early Buddhi)
anchor	SA_K01_n2954u	100	499	[medium] Upasampadājñapti (Mūlasarvāstivāda Vinaya tradition (Gno)
anchor	SA_K01_upsmpjnu	100	499	[medium] Upasampadājñapti (Mūlasarvāstivāda Vinaya tradition (Gno)
anchor	SA_K05_dsp1-2_u	100	399	[medium] Daśasāhasrikā Prajñāpāramitā (Prajñāpāramitā literature dating (Conz)
anchor	SA_GK20_sypadatu	455	510	[medium] Pāḍatāḍitaka (Schokker; Burrow, 'Date of Śyāmilaka's)
anchor	SA_GP12_dbhp_dgu	1100	1400	[low] Devīgītā [Devībhāgavata-Purāṇa] (C. M. Brown, The Devi Gita; Wikipedia )
anchor	SA_MB_mahotsavavidhikramaHK	1100	1199	[high] aghoraśiva: mahotsavavidhikrama (Aghoraśivācārya, dated by Kriyākramady)
anchor	SA_GS41_surysidu	300	900	[medium] Sūryasiddhānta (Wikipedia Surya Siddhanta; Pingree)
anchor	SA_MB_moksakarikaHK	675	725	[medium] sadyojyoti: āṣṭaprakaraṇa mokṣak (Sanderson, 'The Date of Sadyojyotis an)
anchor	SA_MB_paraatrisikaataatparyadiipikaaHK	875	950	[low] somānanda II: parātriśikātātpary (Wikipedia Somananda; Sanderson on Śākt)
anchor	SA_K01_vinv11_u	100	499	[medium] Pāṇḍulohitakavastu (Mūlasarvāstivāda Vinayavastu (Gnoli/Sc)
anchor	SA_T10_nrat_2_u	150	250	[medium] Ratnāvalī [Ratnamālā] (Encyclopedia of Buddhism, Ratnāvalī of)
anchor	SA_T10_bsa025_u	150	250	[medium] Ratnāvalī [Ratnamālā] (Encyclopedia of Buddhism, Ratnāvalī of)
anchor	SA_T10_nrat_1_u	150	250	[medium] Ratnāvalī [Ratnamālā] (Encyclopedia of Buddhism, Ratnāvalī of)
anchor	SA_T10_nrat_4_u	150	250	[medium] Ratnāvalī [Ratnamālā] (Encyclopedia of Buddhism, Ratnāvalī of)
anchor	SA_GSP32_vaissutika	600	799	[low] Vaiśeṣikasūtraṭīkā (Isaacson; Candrānanda's Vṛtti dating)
anchor	SA_K10_klpdrapu	1000	1600	[low] Kalpadrumāvadānamālā (Winternitz; Nepalese avadānamālā liter)
anchor	SA_GSP33_yamsvspu	967	1038	[high] Saṃvitsiddhi (Wikipedia Siddhitraya; Mesquita on Yām)
anchor	SA_GSP33_yamss_pu	967	1038	[high] Saṃvitsiddhi (Wikipedia Siddhitraya; Mesquita on Yām)
anchor	SA_GP12_vd3343pu	400	699	[medium] Viṣṇudharmottara-Purāṇa (Wikipedia; Pingree; wisdomlib introduc)
anchor	SA_GK16_dkavy12u	650	720	[high] Kāvyādarśa (Wikipedia (Daṇḍin); Springer/Oxford st)
anchor	SA_GK19_srngt_pu	800	899	[medium] Srngaratilaka (Pollock 2018 draft on Śṛṅgāratilaka of)
anchor	SA_MB_paramoksanirasakarikaHK	675	725	[high] sadyojyoti: āṣṭaprakaraṇa paramo (Watson/Goodall/Sarma; Sanderson 'Date )
anchor	SA_GSP33_madhsiddhb_u	1490	1632	[high] Siddhāntabindu (Wikipedia (Madhusūdana Sarasvatī))
anchor	SA_GSP33_yaissi_u	967	1038	[high] Siddhitraya: Part 2: Īśvarasiddh (Wikipedia (Siddhitraya); Mesquita; Nar)
anchor	SA_GK20_mmatvipu	600	630	[high] Mattavilāsaprahasana (Wikipedia (Mattavilasa Prahasana; Mahe)
anchor	SA_T11_bsa070_u	100	400	[low] Upāyahṛdaya (Gillon (Argumentation); Tucci 'Pre-Diṅ)
anchor	SA_T02_dipguhsu	800	899	[medium] Guhyasamājamaṇḍalavidhi (Brill's Encyclopedia of Buddhism (Guhy)
anchor	SA_T11_bsa061_u	600	760	[low] Santānāntarasiddhiṭīkā (Wikipedia (Dharmakīrti); EAST IKGA)
anchor	SA_T06_trimsikatika	500	730	[low] Triṃśikāṭīkā (Wikipedia (Triṃśikā); Jaini 1985)
anchor	SA_T17_vtrksopu	1100	1199	[medium] Tarkasopāna (Buddhist logico-epistemology (Wikipedi)
anchor	SA_T11_n1242u	700	1100	[low] Nyāyabinduṭīkāṭippaṇī (Wikipedia/EAST (Dharmottara); IKGA)
anchor	SA_GSP30_utipk_pu	900	950	[high] Īśvarapratyabhijñāvṛtti (Wikipedia (Utpaladeva); Springer JIP)
anchor	SA_GR13_parakspu	1400	1600	[medium] Paraśurāma-Kalpasūtra (Wikipedia (Parashurama Kalpasutra))
anchor	SA_MB_vyomavyaapistavaHK	950	1000	[medium] bhaṭṭarāmakaṇṭha: vyomavyāpistav (Goodall et al.; Sanderson (Saiddhāntik)
anchor	SA_GR13_mrgt1mpu	600	900	[medium] Mṛgendrāgama [Mṛgendratantra]: 1 (Brunner-Lachaux (IFP); Goodall, Sander)
anchor	SA_GV05_agsas_4u	500	699	[medium] Āgamaśāstra 4: Alātaśāntiprakara (Wikipedia/IEP (Gaudapada))
anchor	SA_GK19_ghatgu_u	1550	1620	[high] Gūḍhārthadīpikā (Oxford Reference; Vedanta sources (Mad)
anchor	SA_GR13_utsivsau	900	950	[high] Śivastotrāvālī (Wikipedia (Utpaladeva); Sanskrit-trika)
anchor	SA_GR13_sivsutru	800	875	[high] Śivasūtra (Wikipedia (Vasugupta / Shiva Sutras))
anchor	SA_GR14_jivrkadu	1540	1598	[medium] Rādhākṛṣṇārcanadīpikā (Wikipedia (Jiva Goswami); work ID (jiv)
anchor	SA_GSP28_sabbha1u	200	500	[medium] Mīmāṃsāsūtrabhāṣya (Wikipedia/Oxford Reference (Śabara))
anchor	SA_K12_bsu012_u	100	400	[medium] Bhaiṣajyaguruvaidūryaprabharājas (Wikipedia (Bhaisajyaguru))
anchor	SA_K12_n283u	100	400	[medium] Bhaiṣajyaguruvaidūryaprabharājas (Wikipedia (Bhaisajyaguru))
anchor	SA_K10_bsu009_u	200	500	[low] Maitreyavyākaraṇa [Maitreyavyāka (Mandala Library; Maitreya cult sources)
anchor	SA_K10_maivy_pu	200	500	[low] Maitreyavyākaraṇa [Maitreyavyāka (Mandala Library; Maitreya cult sources)
anchor	SA_K12_manjnspu	600	799	[medium] Mañjuśrīnāmasaṃgīti (Wikipedia/Encyclopedia of Buddhism)
anchor	SA_K12_manjn1pu	600	799	[medium] Mañjuśrīnāmasaṃgīti (Wikipedia/Encyclopedia of Buddhism)
anchor	SA_GE07_mbh_16_u	-300	400	[medium] Mahābhārata: Mausalaparvan (Wikipedia/Britannica (Mahabharata))
anchor	SA_T03_bsa050_u	300	499	[medium] Pāramitāsamāsa (Encyclopedia.com; Meadows (ed.) (Āryaś)
anchor	SA_K12_n2920u	500	700	[low] Amoghapāśakalparāja Part VI (84000; Wikipedia (Amoghapasha/Bodhiruc)
anchor	SA_GR13_vinst_pu	600	799	[low] Vīṇāśikhatantra (Goudriaan 1985 ed.; Sanderson (Khmer S)
anchor	SA_GK20_dramfrag_pu	80	150	[high] Dramatic Fragments (buddhist) (Wikipedia (Asvaghosa); academic consen)
anchor	SA_T02_n2910u	1100	1199	[medium] Ādikarmapradīpa [Ādikarmapradīpa (La Vallee Poussin ed.; scholarship on )
anchor	SA_GSP30_timudghu	700	899	[low] Timirodghāṭana (Sanderson; Saiva tantra scholarship)
anchor	SA_MB_tattvasamgrahaHK	650	750	[medium] sadyojyoti: āṣṭaprakaraṇa tattva (Wikipedia (Shaiva Siddhanta); Sanderso)
anchor	SA_GSP34_yogasubha	375	650	[medium] Yogasūtrabhāṣya (Maas 2013; Wikipedia (Yoga Sutras))
anchor	SA_GE07_mbh_18_u	-400	400	[medium] Mahābhārata: Svargārohaṇaparvan (Wikipedia (Svargarohana Parva); standa)
anchor	SA_T03_bsa026_u	300	399	[medium] Abhisamayālaṅkāra (Wikipedia (Abhisamayalankara))
anchor	SA_GR13_stkal_pu	600	899	[low] Sārdhatriśatikālottarāgama (IFP edition (Bhatta Ramakantha comm.);)
anchor	SA_T02_nagpancu	800	999	[medium] Pañcakrama (Oxford Reference; Guhyasamaja scholars)
anchor	SA_K01_bhikavau	-100	200	[low] Bhikṣuṇī-Karmavācanā (Ridding & La Vallee Poussin; Vinaya sc)
anchor	SA_K06_bsu028pu	-50	500	[low] Ratnaguṇasaṃcayagāthā (Encyclopedia of Buddhism; Jayarava Pra)
anchor	SA_T14_nagcitpu	300	599	[low] Citralakṣaṇa (Wikipedia (Nagnajit); Nardi, Theory of)
anchor	SA_GS39_jyopancu	1260	1340	[high] Pañcasāyaka (Wikipedia (Jyotirishwar Thakur); N.N. )
anchor	SA_GSP28_ktv_2-1u	600	699	[high] Tantravārttika 2.1.1–4 (Stanford Encyclopedia of Philosophy (K)
anchor	SA_MB_cidgaganacandrika-HK	1075	1150	[medium] śrīvatsa: cidgaganacandrikā (Wisdomlib introduction to Cidgaganacan)
anchor	SA_T11_jithettu	940	1000	[high] Hetutattvopadeśa (Wikipedia (Jitāri); EAST IKGA database)
anchor	SA_T11_jithetuu	940	1000	[high] Hetutattvopadeśa (Wikipedia (Jitāri); EAST IKGA database)
anchor	SA_T02_n2934u	1075	1125	[high] Abhayapaddhati (University of Hamburg Centre for Tantr)
anchor	SA_GS40_rassanku	1474	1510	[medium] Rasasaṃketakalikā [Rasasaṅketaka (Meulenbeld HIML; alchemy literature su)
anchor	SA_GSP31_tsc_bhau	1550	1625	[medium] Tattvayāthārthyadīpana (Encyclopedia.com (Vijñānabhikṣu); Sāṃk)
anchor	SA_GV05_agsas_1u	300	600	[medium] Āgamaśāstra 1: Āgamaprakaraṇa (Wikipedia (Gaudapada); IEP)
anchor	SA_K14_amoghapu	400	587	[medium] Āmoghapāśanāmahṛdayasūtra [Āryām (Encyclopaedia Iranica (Amoghapāśahṛday)
anchor	SA_K14_bsu002_u	400	587	[medium] Āmoghapāśanāmahṛdayasūtra [Āryām (Encyclopaedia Iranica (Amoghapāśahṛday)
anchor	SA_K01_vinv12_u	100	499	[medium] Pudgalavastu (Wikipedia (Mūlasarvāstivāda); 84000 in)
anchor	SA_K01_vinv03_u	100	499	[medium] Pravāraṇāvastu (Wikipedia (Mūlasarvāstivāda); 84000 in)
anchor	SA_T03_abhisamu	300	399	[medium] Abhisamayālaṅkāranāmaprajñāpāram (Wikipedia (Abhisamayalankara); Tsadra )
anchor	SA_GV06_jaimigsu	-500	-100	[low] Jaimini-Gṛhyasūtra (Hindupedia; Kalpa/Gṛhyasūtra dating su)
anchor	SA_K06_n2882u	100	600	[low] Pañcaśatikāprajñāpāramitā (Conze; Wikipedia Prajnaparamita)
anchor	SA_T04_bsu060_u	100	500	[low] Karmavibhaṅgopadeśa (Lévi 1932; wisdomlib; ancient-buddhist)
anchor	SA_T02_n800u	1000	1199	[medium] Sekoddeśapañjikā (Study of Kalachakra literature; Naropa)
anchor	SA_K06_bsu052_u	100	600	[low] Saptaśatikā prajñāpāramitā (Conze; Wikipedia Prajnaparamita)
anchor	SA_T02_n1426u	725	800	[medium] Tattvasiddhi (Wikipedia Tattvasiddhi/Śāntarakṣita)
anchor	SA_K12_n2922u	550	800	[low] Amoghapāśakalparāja Part VII (84000 Toh686; Cornell study of composi)
anchor	SA_T17_n2936u	1100	1175	[medium] Śabdabhedaprakāśa (wisdomlib Maheshvara; lexicographical )
anchor	SA_T13_n2940u	100	700	[low] Triratnasaundaryagāthā (Buddhist Sanskrit hymn corpus context)
anchor	SA_T10_subhrk_u	300	600	[low] Subhāṣitaratnakaraṇḍakathā (Hahn 1982; Encyclopedia.com Aryasura)
anchor	SA_GR13_cakbh_pu	1000	1158	[medium] Cakrapāṇinātha: Bhāvopahārastotr (Sanderson, Shaiva Exegesis of Kashmir)
anchor	SA_GR13_cakbhavu	1000	1158	[medium] Cakrapāṇinātha: Bhāvopahārastotr (Sanderson, Shaiva Exegesis of Kashmir)
anchor	SA_GV05_agsas_3u	500	700	[medium] Āgamaśāstra 3: Advaitaprakaraṇa (Wikipedia Gaudapada; IEP)
anchor	SA_MB_IISVARASIDDHI_hk	900	950	[high] utpaladeva: īśvarasiddhi (Wikipedia Utpaladeva)
anchor	SA_GK19_ruphamdu	1500	1560	[high] Haṃsadūta (Wikipedia Haṃsadūta; jagadanandadas da)
anchor	SA_GK16_jaycndpu	1200	1290	[high] Candrāloka (Springer JIP (Tubb); sanskritworld)
anchor	SA_MB_janmamaranavicaaraHK	1050	1125	[medium] vāmadeva: janmamaṛanavicāra (Nemec, 'Language of Life and Death' (a)
anchor	SA_MB_bhavachudamaniHK	950	1050	[low] vidyākaṇṭha: bhāvacūḍāmaṇi (Sanderson / Kashmir Śaiva Siddhānta sc)
anchor	SA_MB_SPANDASAMDOHA_hk	1000	1050	[medium] kallaṭa attributed author spanda (Kashmir Series of Texts and Studies; s)
anchor	SA_GR14_astavgpu	700	1399	[low] Aṣṭāvakragītā (Wikipedia (Ashtavakra Gita); Brockingt)
anchor	SA_GR14_caitcanu	1510	1580	[medium] Caitanyacandrāmṛta (Wikipedia (Prabodhananda Sarasvati))
anchor	SA_T02_n2884u	825	875	[medium] Samantabhadra nāma sādhana ṭīkā (Academia: 'Tantra and Pramāṇa: A Study)
anchor	SA_MB_bodhapancadasikaaHK	975	1025	[high] abhinavagupta: bodhapañcadaśikā (Wikipedia (Abhinavagupta); Lakshmanjoo)
anchor	SA_K01_vinv09_u	1	499	[low] Kośāmbakavastu (Wikipedia (Mūlasarvāstivāda Vinaya))
anchor	SA_GSD36_yssoutpu	100	800	[low] Yamasmṛti (Kane, History of Dharmaśāstra; survey )
anchor	SA_GSD36_ys-78_pu	100	800	[low] Yamasmṛti (Kane, History of Dharmaśāstra; survey )
anchor	SA_GV06_apsulb_u	-600	-300	[medium] Āpastamba-Śulbasūtra (Wikipedia (Shulba Sutras); Pingree)
anchor	SA_GS39_minsmaru	1300	1450	[low] Smaradīpikā (Grokipedia/wisdomlib (Kāmaśāstra); Sma)
anchor	SA_K12_bsu004_u	600	800	[low] Sitātapatrā (84000 (Toh 590); Grokipedia (Sitatapat)
anchor	SA_GR14_mdhvkmou	1240	1280	[medium] Kṛṣṇāmṛtamahārṇava (srimadhvyasa; Wikipedia (Madhvacharya))
anchor	SA_T02_nagpindu	800	999	[medium] Piṇḍīkrama (wisdomlib (Guhyasamāja); scholarship o)
anchor	SA_T01_n867u	1300	1499	[low] Bhaktiśataka (Wikipedia/secondary on Sanskrit Buddhi)
